filename,V0_LAT,V0_LON,V1_LAT,V1_LON,V2_LAT,V2_LON,V3_LAT,V3_LON,Al_Si_ratio
01_ch2_cla_l1_20240701T093427848_20240701T093435848.fits,-4.1328,-126.846,-5.4838,-126.862,-5.4941,-125.916,-4.1431,-125.9,0.51
01_ch2_cla_l1_20240701T154153767_20240701T154201767.fits,-57.6466,-131.51,-58.8277,-131.583,-58.8446,-130.091,-57.663,-130.064,0.47
01_ch2_cla_l1_20240701T152913767_20240701T152921767.fits,-19.1354,-130.349,-20.4444,-130.37,-20.4554,-129.402,-19.1464,-129.388,0.66
01_ch2_cla_l1_20240701T172221826_20240701T172229826.fits,-8.7193,-131.271,-10.0503,-131.29,-10.0613,-130.345,-8.7302,-130.329,0.05
01_ch2_cla_l1_20240701T140053195_20240701T140101195.fits,-72.8341,52.2377,-73.8328,52.3117,-73.8098,54.3931,-72.8125,54.1964,0.49
01_ch2_cla_l1_20240701T145041767_20240701T145049767.fits,84.2394,40.4745,83.0821,42.2147,83.1535,48.5579,84.3254,48.1062,0.27
01_ch2_cla_l1_20240701T174309826_20240701T174317826.fits,-72.0293,-134.1,-73.1548,-134.319,-73.1833,-131.853,-72.0562,-131.778,0.02
01_ch2_cla_l1_20240701T115416112_20240701T115424112.fits,-74.8007,-131.267,-75.9097,-131.557,-75.9407,-128.693,-74.8297,-128.601,0.31
01_ch2_cla_l1_20240701T184146911_20240701T184154911.fits,77.7355,43.7359,76.5954,44.1583,76.6325,47.3175,77.776,47.1921,0.38
01_ch2_cla_l1_20240701T120208112_20240701T120216112.fits,-79.585,54.0014,-80.6033,54.1938,-80.5634,57.8625,-79.5491,57.3081,1.03
01_ch2_cla_l1_20240701T113712112_20240701T113720112.fits,-22.634,-128.224,-23.9339,-128.246,-23.9447,-127.264,-22.6447,-127.25,0.38
01_ch2_cla_l1_20240701T105520112_20240701T105528112.fits,77.6624,48.3268,76.5152,48.7272,76.5497,51.8988,77.7,51.7954,0.0
01_ch2_cla_l1_20240701T114936112_20240701T114944112.fits,-60.3992,-129.462,-61.5668,-129.544,-61.5841,-127.953,-60.416,-127.924,1.11
01_ch2_cla_l1_20240701T191922911_20240701T191930911.fits,-9.9879,-132.38,-11.3157,-132.4,-11.327,-131.454,-9.9992,-131.438,0.38
01_ch2_cla_l1_20240701T173941826_20240701T173949826.fits,-61.3447,-132.869,-62.5128,-132.961,-62.5318,-131.317,-61.3631,-131.284,0.04
01_ch2_cla_l1_20240701T111408112_20240701T111416112.fits,46.4958,-127.283,45.1612,-127.298,45.1469,-125.972,46.4811,-125.926,0.44
01_ch2_cla_l1_20240701T155105767_20240701T155113767.fits,-86.0125,-143.988,-87.0401,-149.049,-87.1868,-136.334,-86.1205,-134.526,1.17
01_ch2_cla_l1_20240701T155737767_20240701T155745767.fits,-72.3844,51.1553,-73.3843,51.2283,-73.3614,53.2594,-72.3628,53.0698,0.79
01_ch2_cla_l1_20240701T170317826_20240701T170325826.fits,48.3947,-130.476,47.0708,-130.494,47.0554,-129.138,48.3788,-129.087,1.18
01_ch2_cla_l1_20240701T100651848_20240701T100659848.fits,-75.4318,54.5487,-76.4337,54.6442,-76.4071,57.1284,-75.4071,56.8595,0.68
01_ch2_cla_l1_20240701T183922911_20240701T183930911.fits,70.3284,45.6539,69.2146,45.8207,69.2378,47.7985,70.3529,47.7441,0.46
01_ch2_cla_l1_20240701T153433767_20240701T153441767.fits,-35.2668,-130.679,-36.5283,-130.709,-36.5406,-129.642,-35.2788,-129.626,1.12
01_ch2_cla_l1_20240701T175421826_20240701T175429826.fits,-71.966,50.0828,-72.9671,50.1555,-72.9442,52.1427,-71.9444,51.9587,0.76
01_ch2_cla_l1_20240701T164837826_20240701T164845826.fits,88.1004,16.232,87.037,28.9829,87.2144,44.1297,88.3917,40.0937,0.85
01_ch2_cla_l1_20240701T111840112_20240701T111848112.fits,32.9252,-127.467,31.5709,-127.481,31.5587,-126.36,32.9128,-126.329,0.37
01_ch2_cla_l1_20240701T173509826_20240701T173517826.fits,-47.4576,-132.146,-48.6783,-132.192,-48.6926,-130.959,-47.4716,-130.94,0.9
01_ch2_cla_l1_20240701T112216112_20240701T112224112.fits,22.1621,-127.601,20.8017,-127.614,20.7904,-126.585,22.1507,-126.562,1.1
01_ch2_cla_l1_20240701T185442911_20240701T185450911.fits,63.9891,-131.187,62.7063,-131.22,62.684,-129.301,63.9658,-129.183,0.66
01_ch2_cla_l1_20240701T114112112_20240701T114120112.fits,-34.7408,-128.471,-36.004,-128.5,-36.0156,-127.439,-34.7523,-127.424,0.49
01_ch2_cla_l1_20240701T091459848_20240701T091507848.fits,54.1184,-126.084,52.7976,-126.101,52.7813,-124.579,54.1016,-124.515,0.8
01_ch2_cla_l1_20240701T184250911_20240701T184258911.fits,81.0087,41.9002,79.8591,42.6694,79.9089,46.9063,81.0649,46.6854,0.28
01_ch2_cla_l1_20240701T150641767_20240701T150649767.fits,48.3996,-129.404,47.0734,-129.422,47.0582,-128.062,48.384,-128.011,0.12
01_ch2_cla_l1_20240701T092123848_20240701T092131848.fits,34.9477,-126.36,33.5932,-126.373,33.5809,-125.226,34.9352,-125.194,0.86
01_ch2_cla_l1_20240701T191746911_20240701T191754911.fits,-5.1813,-132.306,-6.5174,-132.324,-6.5286,-131.382,-5.1925,-131.366,0.13
01_ch2_cla_l1_20240701T093731848_20240701T093739848.fits,-13.354,-126.978,-14.6781,-126.997,-14.6884,-126.043,-13.3643,-126.028,0.83
01_ch2_cla_l1_20240701T135717195_20240701T135725195.fits,-84.1016,54.3196,-85.1369,54.9845,-85.0567,62.1928,-84.0354,60.2797,0.08
01_ch2_cla_l1_20240701T094227848_20240701T094235848.fits,-28.2377,-127.235,-29.5214,-127.259,-29.5323,-126.248,-28.2485,-126.234,0.24
01_ch2_cla_l1_20240701T095659848_20240701T095707848.fits,-72.7068,-129.7,-73.8222,-129.921,-73.8492,-127.395,-72.7322,-127.326,1.06
01_ch2_cla_l1_20240701T110312112_20240701T110320112.fits,79.437,-126.107,78.1949,-126.233,78.1506,-122.151,79.3876,-121.561,1.19
01_ch2_cla_l1_20240701T140005196_20240701T140013195.fits,-75.3442,52.4363,-76.3509,52.537,-76.3233,55.0279,-75.3186,54.7539,0.9
01_ch2_cla_l1_20240701T145553767_20240701T145601767.fits,80.9801,-127.918,79.7481,-128.104,79.6961,-123.476,80.9212,-122.678,0.52
01_ch2_cla_l1_20240701T085531848_20240701T085539848.fits,67.7812,51.599,66.6694,51.7235,66.6883,53.489,67.801,53.4521,0.81
01_ch2_cla_l1_20240701T125613195_20240701T125621195.fits,89.1082,-112.927,88.8775,-61.9543,88.9176,-19.9227,89.7555,-54.1245,0.77
01_ch2_cla_l1_20240701T135613195_20240701T135621196.fits,-87.4185,58.2548,-88.4545,63.009,-88.2138,83.3309,-87.2679,71.5293,0.88
01_ch2_cla_l1_20240701T171621826_20240701T171629826.fits,9.2724,-131.018,7.9193,-131.033,7.9082,-130.07,9.2612,-130.051,1.18
01_ch2_cla_l1_20240701T174933826_20240701T174941826.fits,-86.9622,55.5134,-88.0044,58.9123,-87.8035,75.5151,-86.827,66.993,1.06
01_ch2_cla_l1_20240701T192050911_20240701T192058911.fits,-14.3998,-132.452,-15.7189,-132.473,-15.7302,-131.519,-14.4112,-131.504,0.44
01_ch2_cla_l1_20240701T090027848_20240701T090035848.fits,82.9633,45.8683,81.8,47.0374,81.8574,52.3978,83.0304,52.1237,0.88
01_ch2_cla_l1_20240701T193642911_20240701T193650911.fits,-62.6366,-134.092,-63.8011,-134.194,-63.8215,-132.484,-62.6563,-132.447,0.88
01_ch2_cla_l1_20240701T131517195_20240701T131525195.fits,32.859,-128.55,31.5069,-128.564,31.4946,-127.446,32.8465,-127.416,1.0
01_ch2_cla_l1_20240701T154441767_20240701T154449767.fits,-66.2592,-132.181,-67.4064,-132.307,-67.4281,-130.39,-66.28,-130.346,0.62
01_ch2_cla_l1_20240701T165709826_20240701T165717826.fits,66.8542,-130.04,65.5775,-130.078,65.5534,-127.965,66.8289,-127.822,0.74
01_ch2_cla_l1_20240701T134221195_20240701T134229195.fits,-48.62,-129.981,-49.8344,-130.027,-49.8484,-128.776,-48.6336,-128.757,0.52
01_ch2_cla_l1_20240701T125805195_20240701T125813195.fits,84.6484,-125.855,83.4281,-126.315,83.35,-119.258,84.553,-117.253,0.52
01_ch2_cla_l1_20240701T132309195_20240701T132317195.fits,9.331,-128.846,7.9752,-128.861,7.9645,-127.895,9.3202,-127.876,1.09
01_ch2_cla_l1_20240701T145633767_20240701T145641767.fits,78.9567,-128.221,77.7175,-128.35,77.6736,-124.437,78.9081,-123.886,0.38
01_ch2_cla_l1_20240701T154809767_20240701T154817767.fits,-76.9697,-134.161,-78.0726,-134.566,-78.1105,-131.216,-77.0046,-131.082,0.15
01_ch2_cla_l1_20240701T152921767_20240701T152929767.fits,-19.5375,-130.356,-20.8453,-130.377,-20.8564,-129.408,-19.5485,-129.393,0.69
01_ch2_cla_l1_20240701T091851848_20240701T091859848.fits,42.5274,-126.26,41.1833,-126.274,41.1699,-125.02,42.5137,-124.979,1.15
01_ch2_cla_l1_20240701T193826911_20240701T193834911.fits,-67.9743,-134.633,-69.1176,-134.785,-69.1421,-132.728,-67.9976,-132.673,0.31
01_ch2_cla_l1_20240701T172213826_20240701T172221826.fits,-8.3186,-131.265,-9.6503,-131.283,-9.6613,-130.339,-8.3296,-130.323,0.24
01_ch2_cla_l1_20240701T120016112_20240701T120024112.fits,-85.4147,56.1615,-86.4511,57.2901,-86.3435,67.0747,-85.3311,63.8032,0.39
01_ch2_cla_l1_20240701T174117826_20240701T174125826.fits,-66.2694,-133.306,-67.4181,-133.435,-67.4404,-131.512,-66.2907,-131.466,1.03
01_ch2_cla_l1_20240701T151537767_20240701T151545767.fits,21.6535,-129.775,20.2965,-129.789,20.2849,-128.767,21.6419,-128.744,0.4
01_ch2_cla_l1_20240701T151305767_20240701T151313767.fits,29.2306,-129.678,27.8775,-129.692,27.8653,-128.612,29.2184,-128.585,1.19
01_ch2_cla_l1_20240701T115608112_20240701T115616112.fits,-80.5814,-133.48,-81.6632,-134.239,-81.7137,-129.595,-80.6262,-129.354,0.82
01_ch2_cla_l1_20240701T113720112_20240701T113728112.fits,-23.0363,-128.231,-24.3354,-128.253,-24.3462,-127.27,-23.0471,-127.255,0.34
01_ch2_cla_l1_20240701T110456112_20240701T110504112.fits,74.1866,-126.55,72.9264,-126.611,72.8947,-123.697,74.1526,-123.415,1.03
01_ch2_cla_l1_20240701T131701195_20240701T131709195.fits,27.675,-128.616,26.3184,-128.63,26.3066,-127.562,27.663,-127.535,0.32
01_ch2_cla_l1_20240701T191810911_20240701T191818911.fits,-6.3825,-132.324,-7.7163,-132.343,-7.7276,-131.4,-6.3937,-131.384,1.17
01_ch2_cla_l1_20240701T184138911_20240701T184146911.fits,77.3253,43.8997,76.1865,44.2958,76.2224,47.3561,77.3645,47.238,0.53
01_ch2_cla_l1_20240701T093219848_20240701T093227848.fits,2.2534,-126.761,0.9018,-126.776,0.8915,-125.824,2.2431,-125.807,1.19
01_ch2_cla_l1_20240701T171445826_20240701T171453826.fits,14.0614,-130.955,12.7063,-130.97,12.695,-129.99,14.05,-129.969,0.67
01_ch2_cla_l1_20240701T115824112_20240701T115832112.fits,-87.5105,-149.976,-88.4398,-164.898,-88.722,-141.221,-87.6774,-135.054,0.33
01_ch2_cla_l1_20240701T130037196_20240701T130045196.fits,76.9597,-127.396,75.7112,-127.488,75.6735,-124.073,76.9186,-123.669,0.11
01_ch2_cla_l1_20240701T125629195_20240701T125637195.fits,89.4715,-101.898,88.3071,-120.297,88.0322,-96.6636,88.867,-62.9327,0.13
01_ch2_cla_l1_20240701T131253195_20240701T131301195.fits,40.042,-128.454,38.6987,-128.468,38.6854,-127.259,40.0284,-127.222,0.9
01_ch2_cla_l1_20240701T110328112_20240701T110336112.fits,78.6286,-126.199,77.3835,-126.31,77.3418,-122.471,78.5824,-121.955,0.2
01_ch2_cla_l1_20240701T154625767_20240701T154633767.fits,-71.6091,-132.89,-72.7345,-133.096,-72.7617,-130.688,-71.6347,-130.62,0.73
01_ch2_cla_l1_20240701T090155848_20240701T090203848.fits,87.3402,31.7839,86.2106,38.6175,86.3393,50.5209,87.5274,48.8609,1.02
01_ch2_cla_l1_20240701T195114911_20240701T195122911.fits,-71.0781,48.9879,-72.0773,49.0593,-72.0548,50.9496,-71.0575,50.7775,0.6
01_ch2_cla_l1_20240701T120200112_20240701T120208112.fits,-80.0022,54.0741,-81.0218,54.2838,-80.98,58.1303,-79.9647,57.525,0.94
01_ch2_cla_l1_20240701T092355848_20240701T092403848.fits,27.3742,-126.453,26.0136,-126.466,26.0021,-125.396,27.3626,-125.37,0.54
01_ch2_cla_l1_20240701T134045195_20240701T134053195.fits,-43.7374,-129.813,-44.9696,-129.852,-44.9826,-128.685,-43.7501,-128.667,0.89
01_ch2_cla_l1_20240701T095939848_20240701T095947848.fits,-80.9664,-132.564,-82.0441,-133.38,-82.0959,-128.544,-81.0121,-128.289,0.02
01_ch2_cla_l1_20240701T172229826_20240701T172237826.fits,-9.1201,-131.277,-10.4501,-131.296,-10.4611,-130.351,-9.131,-130.335,1.19
01_ch2_cla_l1_20240701T145049767_20240701T145057767.fits,84.6421,39.6832,83.4855,41.6727,83.5615,48.4228,84.735,47.9073,0.69
01_ch2_cla_l1_20240701T174301826_20240701T174309826.fits,-71.6174,-134.027,-72.7446,-134.237,-72.7725,-131.822,-71.6438,-131.75,1.19
01_ch2_cla_l1_20240701T165925826_20240701T165933826.fits,60.0191,-130.242,58.7228,-130.268,58.7032,-128.545,59.9987,-128.455,1.04
01_ch2_cla_l1_20240701T145753767_20240701T145801767.fits,74.9152,-128.596,73.662,-128.669,73.6282,-125.655,74.8787,-125.343,0.97
01_ch2_cla_l1_20240701T100539848_20240701T100547848.fits,-79.1933,54.9793,-80.2079,55.1515,-80.1706,58.6507,-79.1595,58.1464,0.59
01_ch2_cla_l1_20240701T095507848_20240701T095515848.fits,-66.938,-128.899,-68.0774,-129.027,-68.0983,-127.075,-66.958,-127.034,0.29
01_ch2_cla_l1_20240701T113544112_20240701T113552112.fits,-18.2099,-128.147,-19.5217,-128.168,-19.5323,-127.202,-18.2204,-127.188,0.08
01_ch2_cla_l1_20240701T090235848_20240701T090243848.fits,88.9074,-13.4521,88.0929,22.056,88.3667,46.3291,89.5278,26.6726,0.72
01_ch2_cla_l1_20240701T174653826_20240701T174701826.fits,-83.568,-139.822,-84.6354,-141.608,-84.7185,-134.461,-83.6374,-133.843,0.6
01_ch2_cla_l1_20240701T093603848_20240701T093611848.fits,-8.945,-126.913,-10.2782,-126.93,-10.2885,-125.982,-8.9552,-125.968,0.55
01_ch2_cla_l1_20240701T092011848_20240701T092019848.fits,38.5371,-126.314,37.1871,-126.327,37.1744,-125.134,38.5241,-125.099,0.97
01_ch2_cla_l1_20240701T132917196_20240701T132925196.fits,-9.0568,-129.096,-10.3885,-129.114,-10.3991,-128.167,-9.0674,-128.152,1.01
01_ch2_cla_l1_20240701T105744112_20240701T105752112.fits,84.9869,41.3037,83.8268,43.5162,83.905,50.6922,85.0837,50.1599,0.06
01_ch2_cla_l1_20240701T170101826_20240701T170109826.fits,55.204,-130.35,53.8954,-130.371,53.8778,-128.831,55.1859,-128.762,0.58
01_ch2_cla_l1_20240701T130245195_20240701T130253195.fits,70.5041,-127.788,69.2343,-127.833,69.2073,-125.39,70.4756,-125.197,0.46
01_ch2_cla_l1_20240701T191314911_20240701T191322911.fits,8.4097,-132.113,7.0587,-132.129,7.0474,-131.17,8.3984,-131.151,0.75
01_ch2_cla_l1_20240701T144945767_20240701T144953767.fits,81.399,43.9354,80.2444,44.7529,80.2943,49.189,81.4556,48.9729,1.14
01_ch2_cla_l1_20240701T170453826_20240701T170501826.fits,43.5948,-130.554,42.2616,-130.57,42.2474,-129.309,43.5801,-129.267,0.5
01_ch2_cla_l1_20240701T094035848_20240701T094043848.fits,-22.5958,-127.129,-23.8963,-127.151,-23.9069,-126.169,-22.6063,-126.155,0.99
01_ch2_cla_l1_20240701T153249767_20240701T153257767.fits,-30.0121,-130.558,-31.2908,-130.585,-31.3024,-129.561,-30.0236,-129.546,0.02
01_ch2_cla_l1_20240701T091707848_20240701T091715848.fits,47.7194,-126.186,46.3849,-126.201,46.3704,-124.846,47.7046,-124.798,0.52
01_ch2_cla_l1_20240701T194818911_20240701T194826911.fits,-80.2616,50.0804,-81.2916,50.3416,-81.2437,54.3757,-80.2188,53.6863,0.74
01_ch2_cla_l1_20240701T114656112_20240701T114704112.fits,-52.2169,-129.022,-53.4166,-129.076,-53.4311,-127.748,-52.231,-127.727,0.8
01_ch2_cla_l1_20240701T193954911_20240701T194002911.fits,-72.5006,-135.335,-73.6257,-135.57,-73.6559,-133.035,-72.5289,-132.952,1.11
01_ch2_cla_l1_20240701T112000112_20240701T112008112.fits,28.9383,-127.518,27.5808,-127.531,27.569,-126.449,28.9264,-126.422,0.89
01_ch2_cla_l1_20240701T150425767_20240701T150433767.fits,55.2067,-129.282,53.8957,-129.303,53.8785,-127.759,55.1889,-127.689,0.63
01_ch2_cla_l1_20240701T114128112_20240701T114136112.fits,-35.5502,-128.49,-36.8104,-128.52,-36.8222,-127.451,-35.5618,-127.436,0.6
01_ch2_cla_l1_20240701T185834911_20240701T185842911.fits,52.3462,-131.471,51.0329,-131.491,51.0161,-130.041,52.3288,-129.98,0.67
01_ch2_cla_l1_20240701T135053195_20240701T135101195.fits,-74.8692,-132.419,-75.9792,-132.715,-76.0111,-129.83,-74.8989,-129.734,1.09
01_ch2_cla_l1_20240701T192338911_20240701T192346911.fits,-22.8401,-132.603,-24.1392,-132.627,-24.1509,-131.645,-22.8518,-131.629,0.96
01_ch2_cla_l1_20240701T133021195_20240701T133029195.fits,-12.2635,-129.144,-13.5886,-129.163,-13.5992,-128.212,-12.2741,-128.198,0.59
01_ch2_cla_l1_20240701T192922911_20240701T192930911.fits,-40.2103,-133.011,-41.4569,-133.048,-41.4704,-131.926,-40.2235,-131.908,0.73
01_ch2_cla_l1_20240701T144737767_20240701T144745767.fits,74.8449,46.9737,73.7113,47.246,73.7403,49.8274,74.8761,49.7493,0.94
01_ch2_cla_l1_20240701T175013826_20240701T175021826.fits,-84.8918,52.9058,-85.9336,53.9011,-85.8326,62.5579,-84.8112,59.8435,1.08
01_ch2_cla_l1_20240701T150433767_20240701T150441767.fits,54.8059,-129.29,53.4939,-129.31,53.4768,-127.779,54.7882,-127.711,0.28
01_ch2_cla_l1_20240701T131021195_20240701T131029196.fits,47.6333,-128.342,46.3032,-128.358,46.2884,-127.012,47.6182,-126.963,0.42
01_ch2_cla_l1_20240701T112408112_20240701T112416112.fits,16.5813,-127.669,15.2208,-127.683,15.2099,-126.686,16.5704,-126.665,0.64
01_ch2_cla_l1_20240701T173317826_20240701T173325826.fits,-41.7673,-131.955,-43.0082,-131.993,-43.0215,-130.851,-41.7804,-130.834,0.03
01_ch2_cla_l1_20240701T114520112_20240701T114528112.fits,-47.3241,-128.831,-48.5425,-128.875,-48.5558,-127.649,-47.3372,-127.632,0.85
01_ch2_cla_l1_20240701T170941826_20240701T170949826.fits,29.22,-130.758,27.8686,-130.772,27.8564,-129.695,29.2075,-129.667,0.02
01_ch2_cla_l1_20240701T105936112_20240701T105944112.fits,89.1561,-111.724,88.9038,-58.8296,88.9099,-16.2623,89.7751,-41.8127,0.11
01_ch2_cla_l1_20240701T092459848_20240701T092507848.fits,24.1864,-126.492,22.8245,-126.505,22.8132,-125.46,24.175,-125.436,0.89
01_ch2_cla_l1_20240701T170509826_20240701T170517826.fits,42.7953,-130.566,41.4609,-130.582,41.4467,-129.335,42.7809,-129.294,0.86
01_ch2_cla_l1_20240701T111216112_20240701T111224112.fits,52.0943,-127.194,50.7715,-127.211,50.7557,-125.752,52.0781,-125.693,0.08
01_ch2_cla_l1_20240701T112840112_20240701T112848112.fits,3.0162,-127.84,1.665,-127.855,1.6545,-126.903,3.0057,-126.886,0.85
01_ch2_cla_l1_20240701T194442911_20240701T194450911.fits,-87.2504,-153.523,-88.2038,-166.124,-88.4716,-145.338,-87.4179,-139.834,0.38
01_ch2_cla_l1_20240701T164421826_20240701T164429826.fits,75.2393,45.7338,74.106,46.0238,74.1363,48.6671,75.2719,48.5815,1.16
01_ch2_cla_l1_20240701T153641767_20240701T153649767.fits,-41.7517,-130.853,-42.9919,-130.891,-43.0048,-129.75,-41.7644,-129.733,1.03
01_ch2_cla_l1_20240701T091123848_20240701T091131848.fits,64.9449,-125.852,63.653,-125.88,63.6316,-123.876,64.9225,-123.754,0.36
01_ch2_cla_l1_20240701T130413195_20240701T130421195.fits,66.0761,-127.951,64.7925,-127.983,64.7697,-125.914,66.0523,-125.781,0.37
01_ch2_cla_l1_20240701T192746911_20240701T192754911.fits,-35.3497,-132.878,-36.6122,-132.911,-36.625,-131.841,-35.3623,-131.825,0.7
01_ch2_cla_l1_20240701T090731848_20240701T090739848.fits,76.6234,-125.338,75.369,-125.417,75.3331,-122.056,76.5842,-121.675,0.17
01_ch2_cla_l1_20240701T172621826_20240701T172629826.fits,-20.7614,-131.471,-22.0658,-131.493,-22.0771,-130.52,-20.7726,-130.505,0.6
01_ch2_cla_l1_20240701T115016112_20240701T115024112.fits,-62.4504,-129.609,-63.6096,-129.703,-63.628,-128.017,-62.468,-127.985,0.1
01_ch2_cla_l1_20240701T184546911_20240701T184554911.fits,89.7078,-58.7994,88.4683,4.6443,88.8611,34.3079,89.2496,26.7034,0.22
01_ch2_cla_l1_20240701T145441767_20240701T145449767.fits,84.6259,-126.824,83.4079,-127.304,83.3289,-120.289,84.5296,-118.283,0.21
01_ch2_cla_l1_20240701T174709826_20240701T174717826.fits,-84.3873,-141.122,-85.4462,-143.523,-85.5438,-135.148,-84.4664,-134.307,0.48
01_ch2_cla_l1_20240701T130517195_20240701T130525196.fits,62.8605,-128.042,61.5675,-128.069,61.5469,-126.198,62.8391,-126.091,1.07
01_ch2_cla_l1_20240701T165933826_20240701T165941826.fits,59.6175,-130.252,58.3202,-130.277,58.3008,-128.572,59.5973,-128.484,0.83
01_ch2_cla_l1_20240701T113312112_20240701T113320112.fits,-10.585,-128.028,-11.9143,-128.046,-11.9247,-127.097,-10.5954,-127.082,0.34
01_ch2_cla_l1_20240701T094531848_20240701T094539848.fits,-37.5377,-127.442,-38.7909,-127.473,-38.8026,-126.385,-37.5492,-126.37,0.15
01_ch2_cla_l1_20240701T095323848_20240701T095331848.fits,-61.5959,-128.436,-62.7569,-128.523,-62.7745,-126.882,-61.6128,-126.852,0.72
01_ch2_cla_l1_20240701T140101195_20240701T140109195.fits,-72.4154,52.2095,-73.4129,52.2801,-73.3905,54.3054,-72.3943,54.1185,0.21
01_ch2_cla_l1_20240701T191050911_20240701T191058911.fits,15.5947,-132.017,14.2406,-132.032,14.2291,-131.047,15.583,-131.025,0.97
01_ch2_cla_l1_20240701T093027848_20240701T093035848.fits,7.8417,-126.69,6.4841,-126.705,6.4737,-125.74,7.8313,-125.722,0.69
01_ch2_cla_l1_20240701T190642911_20240701T190650911.fits,27.9634,-131.852,26.6131,-131.867,26.6007,-130.803,27.9509,-130.775,0.93
01_ch2_cla_l1_20240701T132517195_20240701T132525195.fits,2.9433,-128.929,1.5935,-128.944,1.5828,-127.993,2.9327,-127.976,0.67
01_ch2_cla_l1_20240701T154553767_20240701T154601767.fits,-69.9616,-132.633,-71.0938,-132.807,-71.1189,-130.581,-69.9855,-130.522,0.89
01_ch2_cla_l1_20240701T165117826_20240701T165125826.fits,84.6328,-127.761,83.4171,-128.269,83.3367,-121.266,84.5348,-119.239,0.9
01_ch2_cla_l1_20240701T151921767_20240701T151929767.fits,10.4845,-129.917,9.1295,-129.932,9.1185,-128.964,10.4736,-128.945,1.04
01_ch2_cla_l1_20240701T092851848_20240701T092859848.fits,12.6279,-126.631,11.2671,-126.645,11.2565,-125.664,12.6172,-125.645,0.22
01_ch2_cla_l1_20240701T190826911_20240701T190834911.fits,22.7765,-131.921,21.4233,-131.936,21.4113,-130.911,22.7643,-130.887,0.32
01_ch2_cla_l1_20240701T131309195_20240701T131317195.fits,39.2435,-128.465,37.8994,-128.479,37.8862,-127.282,39.2301,-127.245,0.18
01_ch2_cla_l1_20240701T115832112_20240701T115840112.fits,-87.8902,-154.251,-88.7455,-176.418,-89.1198,-147.623,-88.0895,-136.685,0.27
01_ch2_cla_l1_20240701T100147848_20240701T100155848.fits,-87.4896,-148.404,-88.4233,-162.83,-88.6956,-139.437,-87.6516,-133.654,0.76
01_ch2_cla_l1_20240701T145809767_20240701T145817767.fits,74.1077,-128.65,72.8519,-128.717,72.8195,-125.83,74.073,-125.548,0.72
01_ch2_cla_l1_20240701T110720112_20240701T110728112.fits,66.9363,-126.86,65.6528,-126.893,65.6296,-124.757,66.912,-124.615,0.46
01_ch2_cla_l1_20240701T125901196_20240701T125909195.fits,81.813,-126.749,80.5819,-126.96,80.5264,-121.934,81.7494,-120.991,0.25
01_ch2_cla_l1_20240701T152537767_20240701T152545767.fits,-8.3017,-130.175,-9.6339,-130.193,-9.6447,-129.248,-8.3124,-129.233,1.08
01_ch2_cla_l1_20240701T152305767_20240701T152313767.fits,-0.6983,-130.066,-2.0427,-130.083,-2.0534,-129.137,-0.7091,-129.121,0.8
01_ch2_cla_l1_20240701T125221195_20240701T125229195.fits,78.9337,46.6386,77.7841,47.1373,77.8228,50.6493,78.9765,50.5185,0.38
01_ch2_cla_l1_20240701T154633767_20240701T154641767.fits,-72.0212,-132.962,-73.1448,-133.176,-73.1726,-130.718,-72.0473,-130.646,1.12
01_ch2_cla_l1_20240701T171213826_20240701T171221826.fits,21.6411,-130.857,20.2856,-130.871,20.2739,-129.852,21.6292,-129.828,1.1
01_ch2_cla_l1_20240701T145625767_20240701T145633767.fits,79.3613,-128.169,78.1235,-128.307,78.0782,-124.27,79.3109,-123.68,0.82
01_ch2_cla_l1_20240701T133605196_20240701T133613196.fits,-29.562,-129.452,-30.8418,-129.479,-30.8533,-128.458,-29.5733,-128.443,1.14
01_ch2_cla_l1_20240701T090219848_20240701T090227848.fits,88.4051,14.8071,87.3674,31.4952,87.5576,48.8351,88.7443,43.9649,1.1
01_ch2_cla_l1_20240701T172445826_20240701T172453826.fits,-15.9387,-131.387,-17.255,-131.407,-17.2661,-130.449,-15.9498,-130.434,1.13
01_ch2_cla_l1_20240701T192810911_20240701T192818911.fits,-36.5636,-132.91,-37.8224,-132.943,-37.8354,-131.862,-36.5764,-131.845,0.38
01_ch2_cla_l1_20240701T113456112_20240701T113504112.fits,-15.7998,-128.108,-17.1176,-128.128,-17.1281,-127.169,-15.8103,-127.155,0.49
01_ch2_cla_l1_20240701T100515848_20240701T100523848.fits,-80.4454,55.193,-81.4639,55.4163,-81.4208,59.4518,-80.4069,58.795,0.08
01_ch2_cla_l1_20240701T132701195_20240701T132709195.fits,-2.2523,-128.999,-3.5956,-129.015,-3.6061,-128.07,-2.2629,-128.054,0.57
01_ch2_cla_l1_20240701T115200112_20240701T115208112.fits,-67.7936,-130.109,-68.9311,-130.249,-68.9531,-128.227,-67.8145,-128.182,0.15
01_ch2_cla_l1_20240701T113328112_20240701T113336112.fits,-11.3868,-128.04,-12.7144,-128.058,-12.7249,-127.108,-11.3972,-127.093,0.54
01_ch2_cla_l1_20240701T093155848_20240701T093203848.fits,3.4513,-126.746,2.0983,-126.76,2.0879,-125.806,3.4409,-125.789,0.51
01_ch2_cla_l1_20240701T095915848_20240701T095923848.fits,-79.7275,-131.845,-80.8116,-132.471,-80.8567,-128.246,-79.768,-128.052,0.18
